Name,Age,GPA,Sports_Played,Credits_Completed,Major,Year
Joe Taylor,17,1.57,0,18,Criminal Justice,Sophomore
Joe Lopez,17,2.91,1,12,Early Childhood Education,Sophomore
Nate Wilson,14,2.38,3,55,Business,Freshman
Abby Davis,19,3.08,1,52,Marketing,Junior
Emm Smith,14,4.04,3,16,Early Childhood Education,Sophomore
Alice Moore,19,3.45,0,35,Business,Junior
Kelsey Williams,16,3.11,3,57,Criminal Justice,Senior
Emm Taylor,18,1.1,3,1,Computer Science,Senior
Joe Jones,14,3.68,0,15,Early Childhood Education,Sophomore
Abby Garcia,14,4.19,1,43,Business,Junior
Nate Martin,14,3.8,1,46,Early Childhood Education,Senior
Avery Jackson,14,0.96,1,50,Bio Med,Sophomore
Kelsey Lopez,16,1.91,2,22,Criminal Justice,Junior
Cal Anderson,17,3.8,3,39,Criminal Justice,Sophomore
Emm Wilson,14,2.2,1,41,Culinary,Senior
Kelsey Johnson,16,0.84,1,50,Construction,Senior
Abby Jackson,19,2.1,1,18,Early College,Junior
Manny Martinez,15,4.15,3,51,Culinary,Senior
Sujay Anderson,19,2.17,2,30,Business,Junior
Sam Wilson,19,1.4,2,33,Engineering,Sophomore
Alice Garcia,14,3.34,0,4,Bio Med,Junior
Gavin Rodriguez,15,1.32,0,28,Engineering,Sophomore
Joe Brown,16,1.01,2,6,Bio Med,Senior
Manny Taylor,18,3.33,1,39,Early College,Senior
Avery Moore,16,4.08,1,43,Early College,Junior
Abby Brown,18,1.23,3,49,Bio Med,Junior
Alice Rodriguez,19,1.18,3,8,Early College,Sophomore
Vihaan Martin,18,0.45,1,9,Business,Senior
Nate Martin,15,1.09,2,19,Criminal Justice,Senior
Sujay Gonzalez,16,1.41,3,16,Construction,Freshman
Josh Smith,15,4.04,3,52,Culinary,Junior
Josh Jones,14,0.62,0,18,Marketing,Freshman
Azria Johnson,15,3.71,1,44,Early Childhood Education,Sophomore
Avery Davis,15,0.44,0,39,Criminal Justice,Senior
Cal Miller,19,3.17,1,33,Business,Junior
Sujay Smith,18,1.12,1,55,Bio Med,Freshman
Cal Jackson,18,3.81,1,9,Business,Senior
Azria Smith,17,4.11,1,28,Early Childhood Education,Sophomore
Manny Gonzalez,19,1.28,3,20,Bio Med,Sophomore
Nate Davis,18,1.05,3,17,Culinary,Freshman
Nate Anderson,17,0.68,0,16,Early College,Freshman
Joe Miller,15,1.34,1,3,Marketing,Freshman
Gavin Hernandez,19,3.04,2,24,Engineering,Senior
Vihaan Gonzalez,14,1.35,0,40,Early Childhood Education,Freshman
Azria Hernandez,18,1.94,2,1,Bio Med,Senior
Nate Garcia,19,4.11,1,33,Criminal Justice,Senior
Sujay Anderson,19,2.66,1,12,Computer Science,Senior
Sujay Brown,19,1.74,2,0,Marketing,Freshman
Azria Martinez,15,2.53,2,26,Construction,Freshman
Nate Lopez,16,1.59,1,59,Culinary,Senior
Dutch Thomas,19,3.98,3,3,Early College,Freshman
Dutch Thomas,15,1.6,3,19,Engineering,Freshman
Joe Anderson,15,1.47,0,52,Marketing,Freshman
Gavin Hernandez,18,0.99,1,32,Business,Junior
Sam Miller,18,4.07,2,56,Early College,Freshman
Nate Smith,16,3.41,0,45,Engineering,Sophomore
Nate Garcia,15,3.05,1,20,Engineering,Senior
Vihaan Taylor,16,3.15,2,50,Early Childhood Education,Junior
Josh Taylor,18,2.1,1,23,Early Childhood Education,Junior
Alice Wilson,14,1.58,3,10,Computer Science,Senior
Cal Hernandez,17,3.31,0,30,Computer Science,Senior
Kelsey Smith,15,3.91,2,9,Engineering,Sophomore
Vihaan Garcia,14,1.58,3,52,Early Childhood Education,Junior
Joe Thomas,15,1.27,2,30,Engineering,Junior
Joe Williams,14,4.14,2,7,Bio Med,Junior
Alice Martin,18,3.1,3,4,Construction,Freshman
Alice Brown,18,4.17,3,15,Culinary,Junior
Nate Garcia,17,0.42,1,19,Early Childhood Education,Sophomore
Alice Wilson,19,2.08,0,45,Engineering,Junior
Joe Smith,18,4.04,0,54,Criminal Justice,Sophomore
Vihaan Moore,19,2.66,3,11,Marketing,Junior
Cal Taylor,14,0.36,1,0,Business,Senior
Kelsey Gonzalez,17,0.34,3,6,Business,Junior
Manny Rodriguez,18,1.81,2,43,Construction,Sophomore
Joe Lopez,17,1.25,2,36,Bio Med,Sophomore
Vihaan Lopez,18,3.5,1,53,Criminal Justice,Freshman
Vihaan Smith,18,0.73,0,20,Computer Science,Senior
Nate Hernandez,14,2.95,2,30,Computer Science,Senior
Abby Johnson,15,3.97,0,52,Construction,Senior
Avery Smith,16,1.2,2,11,Early Childhood Education,Junior
Sujay Martin,17,1.28,3,32,Criminal Justice,Junior
Kelsey Martinez,19,4.37,3,18,Culinary,Junior
Sujay Gonzalez,19,2.5,1,25,Engineering,Junior
Nate Garcia,14,0.89,3,3,Culinary,Senior
Sujay Anderson,16,1.65,2,36,Early Childhood Education,Junior
Emm Martinez,16,4.16,3,28,Criminal Justice,Senior
Gavin Williams,15,1.54,0,50,Construction,Junior
Vihaan Moore,15,0.34,3,24,Computer Science,Freshman
Sujay Brown,19,1.58,0,54,Construction,Junior
Josh Anderson,18,3.95,2,17,Early College,Sophomore
Joe Miller,17,1.7,1,44,Early College,Junior
Sam Wilson,16,3.87,0,33,Marketing,Freshman
Dutch Anderson,19,1.62,3,25,Engineering,Sophomore
Sujay Davis,15,0.5,0,5,Construction,Freshman
Gavin Williams,17,2.03,1,48,Early College,Junior
Josh Gonzalez,17,2.34,1,0,Early College,Junior
Nate Anderson,18,2.62,1,38,Bio Med,Sophomore
Joe Davis,16,1.02,0,53,Early Childhood Education,Sophomore
Cal Anderson,15,3.55,0,20,Bio Med,Sophomore
Alice Wilson,19,2.82,1,26,Computer Science,Freshman
Sujay Williams,16,1.73,0,2,Bio Med,Sophomore
Sujay Garcia,19,2.06,1,31,Engineering,Senior
Alice Miller,19,3.8,1,56,Business,Sophomore
Josh Wilson,14,4.3,1,60,Computer Science,Freshman
Avery Miller,14,3.09,1,32,Bio Med,Freshman
Kelsey Rodriguez,14,3.48,1,38,Construction,Sophomore
Sam Anderson,14,3.21,0,24,Business,Junior
Abby Johnson,14,1.09,2,54,Early College,Senior
Nate Thomas,14,1.33,3,7,Business,Junior
Alice Rodriguez,15,1.18,3,52,Culinary,Freshman
Cal Hernandez,19,1.12,1,10,Business,Sophomore
Emm Lopez,15,0.84,1,51,Construction,Junior
Azria Davis,16,2.03,2,12,Marketing,Junior
Joe Lopez,14,1.56,3,39,Culinary,Senior
Dutch Miller,16,1.36,2,6,Computer Science,Freshman
Dutch Lopez,15,3.38,3,16,Engineering,Freshman
Sujay Wilson,15,2.32,3,12,Early Childhood Education,Senior
Sam Hernandez,18,1.26,0,36,Construction,Sophomore
Sujay Garcia,17,0.71,2,24,Engineering,Senior
Sujay Jackson,19,3.98,2,46,Criminal Justice,Freshman
Cal Thomas,16,3.63,2,40,Culinary,Junior
Sujay Moore,18,0.85,1,0,Marketing,Sophomore
Azria Wilson,16,3.95,1,42,Computer Science,Junior
Dutch Wilson,18,1.62,3,8,Early College,Junior
Vihaan Smith,15,1.25,1,30,Criminal Justice,Sophomore
Azria Martinez,16,1.36,2,60,Engineering,Senior
Sujay Martin,15,2.48,2,41,Computer Science,Senior
Gavin Davis,17,1.07,2,7,Construction,Freshman
Joe Martinez,17,2.22,0,57,Computer Science,Freshman
Nate Martin,16,0.77,3,20,Early Childhood Education,Sophomore
Azria Lopez,19,1.61,0,12,Culinary,Senior
Sujay Gonzalez,19,0.33,0,39,Criminal Justice,Junior
Emm Smith,17,1.94,3,44,Marketing,Senior
Vihaan Garcia,18,0.56,3,53,Computer Science,Junior
Emm Garcia,19,2.64,3,26,Bio Med,Senior
Joe Rodriguez,16,4.17,1,31,Engineering,Sophomore
Vihaan Moore,15,2.39,1,18,Culinary,Senior
Joe Wilson,15,3.33,0,43,Bio Med,Freshman
Gavin Martinez,14,1.09,0,10,Marketing,Freshman
Dutch Brown,17,3.07,1,27,Computer Science,Junior
Manny Williams,14,0.58,1,59,Computer Science,Senior
Emm Johnson,19,1.35,0,57,Bio Med,Junior
Avery Martinez,14,2.36,3,60,Marketing,Sophomore
Vihaan Garcia,18,1.96,3,37,Bio Med,Junior
Josh Smith,16,2.7,2,14,Marketing,Junior
Alice Garcia,19,0.71,0,37,Marketing,Freshman
Joe Rodriguez,19,2.55,2,37,Early Childhood Education,Junior
Sujay Garcia,15,0.96,0,27,Early College,Sophomore
Emm Miller,18,1.77,2,31,Business,Freshman
Joe Martin,14,3.73,3,5,Bio Med,Senior
Azria Williams,18,1.16,0,59,Culinary,Junior
Emm Jones,19,1.57,3,28,Early College,Junior
Joe Garcia,15,3.11,0,6,Bio Med,Junior
Emm Anderson,17,3.41,3,53,Early Childhood Education,Senior
Sujay Brown,18,3.91,3,9,Bio Med,Sophomore
Alice Taylor,15,3.76,3,59,Engineering,Freshman
Nate Anderson,15,2.09,2,26,Early Childhood Education,Sophomore
Sam Martinez,16,3.34,3,58,Engineering,Freshman
Joe Wilson,19,2.91,0,55,Construction,Junior
Sam Martin,18,4.29,0,52,Construction,Senior
Cal Gonzalez,19,2.5,0,29,Culinary,Junior
Kelsey Johnson,16,1.32,1,28,Engineering,Junior
Sam Williams,19,3.32,1,46,Early College,Sophomore
Cal Martinez,18,0.92,2,27,Culinary,Junior
Dutch Thomas,16,2.75,2,0,Construction,Sophomore
Manny Taylor,14,4.08,1,58,Engineering,Freshman
Cal Jones,19,2.8,0,31,Business,Freshman
Alice Garcia,16,0.34,0,23,Culinary,Freshman
Dutch Anderson,16,3.7,3,27,Computer Science,Sophomore
Sujay Rodriguez,14,4.32,1,48,Bio Med,Junior
Emm Hernandez,16,3.79,1,51,Early College,Sophomore
Joe Williams,19,0.55,2,35,Construction,Junior
Avery Jones,15,0.43,1,39,Early College,Sophomore
Avery Thomas,19,1.22,3,18,Business,Freshman
Dutch Miller,15,1.33,1,1,Business,Freshman
Dutch Anderson,17,2.29,0,5,Business,Freshman
Nate Thomas,16,3.13,3,36,Marketing,Freshman
Sam Miller,14,3.02,1,35,Business,Sophomore
Cal Anderson,17,3.56,0,34,Early Childhood Education,Sophomore
Nate Thomas,18,2.74,1,5,Business,Sophomore
Gavin Thomas,14,4.14,1,26,Marketing,Senior
Nate Rodriguez,18,1.59,3,16,Criminal Justice,Freshman
Manny Johnson,17,1.0,3,46,Marketing,Sophomore
Abby Gonzalez,19,4.28,0,1,Business,Junior
Kelsey Jackson,19,3.01,1,27,Computer Science,Sophomore
Gavin Moore,19,3.4,1,8,Early Childhood Education,Sophomore
Vihaan Martin,15,2.79,1,48,Criminal Justice,Sophomore
Kelsey Lopez,18,0.59,3,55,Construction,Freshman
Manny Smith,14,4.13,0,11,Marketing,Freshman
Sujay Gonzalez,15,3.29,1,18,Business,Sophomore
Joe Anderson,16,1.89,3,9,Construction,Sophomore
Kelsey Lopez,15,1.59,0,18,Early Childhood Education,Senior
Nate Martin,18,3.6,2,0,Construction,Senior
Avery Martinez,15,0.52,3,50,Engineering,Sophomore
Azria Davis,14,3.47,3,40,Criminal Justice,Freshman
Avery Williams,15,3.22,1,15,Business,Senior
Manny Miller,19,1.63,0,56,Bio Med,Freshman
Abby Johnson,17,3.02,2,21,Construction,Junior
Avery Rodriguez,14,4.22,0,54,Marketing,Junior
Sam Smith,16,3.89,3,41,Early Childhood Education,Senior
Nate Wilson,15,4.01,0,52,Culinary,Junior
Joe Miller,19,0.43,2,57,Criminal Justice,Junior
Sujay Lopez,16,3.96,1,44,Marketing,Junior
Manny Hernandez,15,0.75,3,42,Early College,Freshman
Kelsey Martin,15,1.05,3,23,Bio Med,Sophomore
Vihaan Johnson,14,3.94,1,2,Computer Science,Senior
Josh Jones,15,1.65,1,51,Early Childhood Education,Senior
Abby Miller,17,1.43,0,17,Marketing,Freshman
Vihaan Jones,18,3.96,1,47,Criminal Justice,Senior
Joe Thomas,17,2.17,2,53,Bio Med,Junior
Sam Gonzalez,18,0.76,0,17,Early Childhood Education,Sophomore
Dutch Williams,16,3.39,0,23,Construction,Freshman
Joe Gonzalez,14,2.23,0,49,Computer Science,Sophomore
Cal Hernandez,14,2.83,0,17,Early College,Sophomore
Josh Taylor,14,3.43,2,35,Business,Junior
Azria Hernandez,17,2.95,2,53,Engineering,Junior
Gavin Anderson,17,1.43,3,4,Engineering,Senior
Azria Brown,15,3.88,0,22,Marketing,Sophomore
Josh Taylor,16,4.29,0,36,Early College,Senior
Josh Smith,14,1.92,1,51,Business,Junior
Abby Martinez,15,1.59,1,28,Computer Science,Freshman
Manny Smith,19,2.49,3,29,Bio Med,Sophomore
Nate Johnson,19,2.59,1,33,Criminal Justice,Senior
Manny Thomas,18,2.86,3,41,Early Childhood Education,Junior
Sujay Jackson,17,4.33,0,26,Marketing,Freshman
Sam Brown,14,2.72,0,49,Early College,Senior
Emm Miller,18,1.51,0,20,Bio Med,Sophomore
Kelsey Davis,17,3.1,0,43,Computer Science,Sophomore
Alice Miller,19,4.35,2,38,Bio Med,Junior
Abby Jackson,19,1.38,3,15,Early Childhood Education,Junior
Abby Martinez,15,0.34,0,56,Early Childhood Education,Freshman
Alice Martinez,14,4.23,2,2,Construction,Freshman
Manny Martin,18,1.33,1,37,Construction,Senior
Nate Thomas,15,3.05,2,44,Engineering,Sophomore
Kelsey Martin,18,4.03,1,28,Early Childhood Education,Junior
Sam Jackson,15,4.18,1,2,Marketing,Junior
Abby Rodriguez,16,2.56,0,8,Marketing,Freshman
Vihaan Thomas,14,0.93,2,54,Culinary,Freshman
Sujay Thomas,18,0.42,2,8,Criminal Justice,Junior
Emm Garcia,14,0.4,1,15,Culinary,Junior
Azria Rodriguez,17,3.69,1,15,Construction,Senior
Cal Martin,19,1.32,0,37,Computer Science,Freshman
Sam Jackson,16,0.7,3,50,Business,Sophomore
Vihaan Anderson,19,0.68,0,7,Computer Science,Junior
Gavin Wilson,19,0.85,3,23,Business,Sophomore
Sam Brown,15,2.98,3,16,Culinary,Sophomore
Abby Thomas,14,3.55,0,55,Business,Freshman
Azria Hernandez,18,0.47,1,51,Business,Senior
Alice Miller,17,3.22,0,57,Early Childhood Education,Senior
Alice Smith,18,1.65,2,18,Business,Junior
Joe Davis,17,3.74,3,55,Business,Junior
Cal Anderson,19,0.62,0,34,Early College,Sophomore
Joe Smith,18,0.32,1,14,Construction,Junior
Sam Wilson,18,3.17,1,43,Bio Med,Junior
Kelsey Jackson,18,3.72,2,45,Culinary,Sophomore
Dutch Williams,17,1.86,3,47,Business,Sophomore
Alice Smith,18,1.12,0,39,Early Childhood Education,Junior
Vihaan Rodriguez,15,2.2,1,6,Culinary,Freshman
Emm Anderson,14,2.13,0,51,Early College,Senior
Alice Hernandez,15,0.54,1,8,Engineering,Freshman
Azria Martinez,14,4.18,2,50,Early College,Senior
Cal Taylor,17,3.54,0,32,Culinary,Freshman
Emm Lopez,17,4.27,3,51,Early Childhood Education,Senior
Dutch Jones,17,3.78,0,23,Culinary,Freshman
Abby Jackson,15,4.36,3,58,Engineering,Freshman
Alice Hernandez,16,2.65,2,13,Bio Med,Senior
Vihaan Wilson,16,3.21,1,59,Bio Med,Sophomore
Abby Wilson,18,1.78,0,41,Early College,Freshman
Joe Thomas,16,2.63,1,30,Early Childhood Education,Freshman
Emm Anderson,14,3.33,3,23,Construction,Senior
Nate Rodriguez,19,2.69,0,7,Criminal Justice,Junior
Emm Johnson,16,2.08,1,39,Marketing,Junior
Cal Smith,17,1.94,1,48,Early College,Freshman
Emm Moore,18,1.04,1,26,Early Childhood Education,Sophomore
Cal Williams,14,0.63,3,15,Business,Sophomore
Azria Gonzalez,16,1.63,3,1,Marketing,Sophomore
Manny Miller,14,3.44,3,24,Culinary,Sophomore
Sujay Williams,18,1.29,0,53,Marketing,Senior
Sujay Moore,15,0.65,2,59,Engineering,Junior
Josh Williams,18,2.9,2,59,Early Childhood Education,Senior
Abby Miller,15,0.43,2,21,Marketing,Senior
Manny Jackson,19,1.19,3,12,Early College,Sophomore
Azria Anderson,17,1.26,3,15,Culinary,Sophomore
Avery Lopez,15,3.82,2,54,Business,Sophomore
Nate Gonzalez,16,4.27,0,60,Early Childhood Education,Senior
Azria Moore,17,3.06,1,31,Criminal Justice,Sophomore
Sam Garcia,14,3.11,3,9,Business,Senior
Abby Thomas,19,2.83,1,20,Criminal Justice,Senior
Abby Taylor,17,1.69,0,60,Marketing,Freshman
Cal Johnson,17,4.21,2,38,Culinary,Sophomore
Josh Moore,19,2.73,1,51,Early College,Sophomore
Manny Wilson,19,3.72,1,34,Early Childhood Education,Senior
Dutch Williams,16,1.11,0,17,Early Childhood Education,Senior
Joe Brown,18,1.93,3,29,Marketing,Freshman
Azria Lopez,14,0.68,3,48,Bio Med,Senior
Sujay Rodriguez,16,2.88,2,14,Criminal Justice,Junior
Cal Anderson,16,3.74,2,22,Engineering,Senior
Sujay Smith,14,3.4,2,13,Culinary,Freshman
Gavin Gonzalez,17,3.39,1,20,Culinary,Senior
Dutch Taylor,14,1.01,2,5,Early Childhood Education,Junior
Manny Smith,14,1.7,0,45,Engineering,Freshman
Sam Davis,19,2.59,0,44,Business,Sophomore
Azria Martinez,14,3.23,0,37,Culinary,Junior
Joe Rodriguez,17,3.58,3,24,Marketing,Freshman
Cal Jackson,17,3.97,2,4,Criminal Justice,Freshman
Kelsey Brown,15,2.13,2,7,Culinary,Freshman
Nate Rodriguez,16,4.2,3,15,Engineering,Senior
Josh Jones,16,2.52,0,12,Engineering,Sophomore
Joe Wilson,18,3.26,3,37,Bio Med,Junior
Josh Davis,19,2.53,0,9,Early Childhood Education,Sophomore
Avery Martin,18,0.33,1,53,Construction,Freshman
Dutch Taylor,15,3.48,1,8,Computer Science,Junior
Dutch Martinez,14,3.68,0,3,Engineering,Sophomore
Dutch Martinez,15,1.96,1,5,Marketing,Freshman
Alice Brown,14,1.21,2,44,Computer Science,Freshman
Kelsey Rodriguez,15,3.85,0,57,Bio Med,Junior
Alice Moore,17,1.01,2,11,Early Childhood Education,Senior
Emm Brown,14,3.73,1,23,Marketing,Senior
Kelsey Lopez,17,1.34,2,5,Engineering,Junior
Manny Rodriguez,14,0.99,2,60,Culinary,Freshman
Gavin Smith,17,2.06,2,10,Criminal Justice,Freshman
Vihaan Taylor,15,1.71,1,7,Marketing,Junior
Avery Moore,14,1.61,0,30,Criminal Justice,Junior
Dutch Moore,15,1.98,3,2,Business,Freshman
Dutch Taylor,15,4.28,1,22,Culinary,Junior
Vihaan Johnson,18,2.18,3,1,Construction,Sophomore
Avery Brown,19,1.79,0,55,Culinary,Freshman
Sujay Jackson,15,2.99,2,12,Computer Science,Senior
Cal Miller,18,2.68,1,23,Early Childhood Education,Junior
Emm Anderson,17,2.49,0,6,Marketing,Junior
Vihaan Jackson,16,2.35,0,29,Computer Science,Freshman
Emm Wilson,16,1.78,2,31,Early Childhood Education,Senior
Nate Davis,16,3.75,0,6,Early Childhood Education,Sophomore
Joe Thomas,19,2.64,3,44,Criminal Justice,Junior
Vihaan Taylor,18,2.76,3,4,Construction,Junior
Kelsey Martin,14,3.9,3,19,Computer Science,Senior
Alice Smith,19,0.45,2,58,Criminal Justice,Junior
Emm Johnson,16,2.27,3,2,Bio Med,Sophomore
Cal Garcia,19,2.68,2,40,Criminal Justice,Sophomore
Josh Thomas,18,3.44,0,39,Construction,Junior
Joe Lopez,16,3.98,3,23,Engineering,Sophomore
Avery Martin,19,2.23,1,26,Construction,Junior
Cal Hernandez,18,2.28,2,46,Bio Med,Sophomore
Alice Martinez,16,1.89,0,59,Bio Med,Sophomore
Sam Martinez,19,3.39,3,55,Early Childhood Education,Sophomore
Josh Garcia,17,2.52,0,54,Early Childhood Education,Junior
Joe Lopez,18,2.44,1,48,Business,Senior
Cal Taylor,14,0.69,3,26,Early Childhood Education,Freshman
Emm Hernandez,14,2.05,3,16,Bio Med,Freshman
Gavin Williams,16,4.08,2,23,Engineering,Junior
Alice Martin,16,3.44,3,21,Marketing,Freshman
Josh Davis,17,3.92,3,55,Marketing,Senior
Gavin Johnson,15,2.48,3,26,Culinary,Junior
Emm Johnson,18,2.9,3,46,Marketing,Junior
Sam Lopez,16,0.58,3,37,Computer Science,Freshman
Vihaan Brown,17,4.32,3,21,Bio Med,Junior
Sujay Miller,18,3.53,3,34,Construction,Senior
Joe Garcia,17,0.33,3,57,Early College,Senior
Manny Jones,16,1.05,1,3,Culinary,Junior
Sam Thomas,19,2.29,2,46,Marketing,Freshman
Emm Smith,19,2.16,2,39,Criminal Justice,Junior
Joe Garcia,16,4.27,2,7,Early College,Junior
Dutch Jackson,14,2.13,1,58,Business,Senior
Dutch Taylor,16,0.44,2,52,Early Childhood Education,Freshman
Joe Thomas,14,1.52,2,3,Engineering,Junior
Sam Jones,14,2.07,1,13,Construction,Junior
Avery Gonzalez,14,3.29,1,2,Criminal Justice,Sophomore
Avery Hernandez,19,2.7,0,51,Criminal Justice,Freshman
Emm Garcia,18,1.34,0,43,Construction,Senior
Sam Moore,19,1.66,3,50,Early Childhood Education,Sophomore
Kelsey Garcia,16,1.07,2,45,Engineering,Junior
Vihaan Wilson,14,3.32,2,9,Engineering,Freshman
Alice Martin,15,4.15,1,43,Early Childhood Education,Sophomore
Sujay Anderson,19,3.79,0,15,Early College,Sophomore
Sujay Rodriguez,16,3.57,0,58,Early Childhood Education,Junior
Sujay Gonzalez,14,2.45,3,52,Criminal Justice,Junior
Vihaan Anderson,15,4.27,3,5,Computer Science,Junior
Sam Hernandez,16,3.91,2,34,Engineering,Sophomore
Joe Rodriguez,16,3.98,2,60,Construction,Senior
Azria Jones,14,4.4,2,34,Bio Med,Freshman
Abby Lopez,18,2.45,3,23,Engineering,Sophomore
Gavin Martin,15,0.78,1,16,Culinary,Freshman
Nate Davis,14,2.26,0,41,Bio Med,Freshman
Sam Wilson,18,2.95,2,55,Early College,Junior
Manny Taylor,17,2.98,3,60,Computer Science,Sophomore
Josh Jackson,14,4.13,0,52,Business,Freshman
Joe Davis,14,0.92,2,55,Criminal Justice,Sophomore
Vihaan Jones,17,2.07,2,29,Criminal Justice,Junior
Vihaan Brown,16,3.83,3,25,Business,Freshman
Cal Taylor,19,3.46,3,45,Culinary,Junior
Nate Brown,14,3.29,2,35,Engineering,Senior
Joe Wilson,18,1.05,2,9,Marketing,Senior
Joe Martin,14,2.49,2,13,Bio Med,Freshman
Azria Davis,15,3.2,0,36,Business,Junior
Cal Moore,16,4.35,3,2,Computer Science,Sophomore
Abby Taylor,14,1.1,3,26,Early Childhood Education,Junior
Joe Jackson,15,1.81,2,10,Construction,Senior
Kelsey Thomas,18,0.8,1,8,Criminal Justice,Senior
Avery Jones,19,2.47,1,18,Construction,Junior
Azria Hernandez,15,1.48,1,11,Engineering,Freshman
Emm Rodriguez,16,4.19,1,58,Computer Science,Senior
Sujay Moore,14,0.96,2,17,Early College,Sophomore
Manny Smith,14,3.23,0,2,Computer Science,Senior
Cal Davis,14,0.46,0,39,Business,Junior
Alice Taylor,19,3.42,1,16,Marketing,Senior
Abby Jones,19,2.02,3,30,Construction,Sophomore
Kelsey Brown,18,3.59,2,53,Criminal Justice,Freshman
Vihaan Smith,17,3.89,0,10,Early Childhood Education,Junior
Cal Taylor,18,0.85,0,47,Early Childhood Education,Senior
Vihaan Davis,16,3.03,1,18,Computer Science,Freshman
Joe Taylor,16,2.53,1,13,Business,Junior
Sam Hernandez,14,1.91,2,50,Construction,Senior
Nate Jones,16,0.46,2,6,Engineering,Freshman
Kelsey Moore,18,4.2,3,36,Business,Junior
Sujay Moore,16,3.14,2,30,Business,Junior
Sam Brown,18,4.15,0,22,Marketing,Sophomore
Josh Martinez,19,4.04,0,10,Criminal Justice,Freshman
Vihaan Martin,17,2.4,1,46,Early College,Sophomore
Alice Jones,17,2.41,1,39,Early Childhood Education,Junior
Kelsey Rodriguez,17,0.33,1,8,Bio Med,Junior
Avery Wilson,19,3.14,0,44,Bio Med,Sophomore
Azria Martinez,15,3.43,1,31,Construction,Senior
Kelsey Garcia,14,2.51,2,22,Culinary,Freshman
Sam Rodriguez,15,1.43,1,3,Business,Senior
Abby Taylor,18,3.23,0,1,Engineering,Junior
Gavin Martin,16,0.62,0,42,Computer Science,Senior
Josh Thomas,14,1.47,0,17,Criminal Justice,Sophomore
Manny Davis,14,1.98,0,9,Bio Med,Sophomore
Cal Martinez,16,1.83,2,12,Bio Med,Senior
Sujay Williams,16,0.96,1,3,Business,Junior
Josh Hernandez,15,3.27,0,37,Culinary,Sophomore
Nate Taylor,19,3.4,1,51,Early Childhood Education,Freshman
Dutch Garcia,14,2.88,2,16,Bio Med,Junior
Abby Johnson,17,2.53,1,10,Engineering,Senior
Dutch Wilson,18,3.18,2,23,Early College,Junior
Kelsey Brown,17,1.73,2,18,Marketing,Freshman
Kelsey Thomas,17,1.19,0,41,Early Childhood Education,Sophomore
Dutch Brown,19,2.3,3,25,Business,Junior
Abby Hernandez,18,1.4,1,5,Criminal Justice,Sophomore
Vihaan Wilson,14,0.63,2,17,Engineering,Senior
Gavin Jones,16,1.3,3,45,Culinary,Freshman
Kelsey Taylor,16,4.09,3,42,Computer Science,Freshman
Abby Smith,17,3.54,1,27,Culinary,Sophomore
Alice Hernandez,14,2.49,0,20,Early Childhood Education,Sophomore
Abby Rodriguez,17,2.64,3,11,Early Childhood Education,Sophomore
Nate Garcia,16,3.59,2,49,Culinary,Junior
Emm Miller,14,2.28,2,27,Marketing,Junior
Kelsey Jones,17,0.81,0,47,Bio Med,Sophomore
Sam Martin,15,2.05,0,34,Early Childhood Education,Sophomore
Josh Gonzalez,16,3.91,0,57,Bio Med,Senior
Emm Moore,17,3.79,3,3,Bio Med,Sophomore
Vihaan Johnson,17,1.96,0,56,Criminal Justice,Junior
Nate Moore,16,1.46,0,13,Business,Sophomore
Dutch Rodriguez,17,3.88,3,7,Early College,Freshman
Sam Wilson,15,3.0,1,36,Construction,Freshman
Dutch Moore,15,2.16,0,22,Marketing,Junior
Vihaan Smith,14,3.73,1,45,Computer Science,Freshman
